School_Year,LEA_Name,School_Name,LEA_Code,School_Code,LEA_ID_NCES,School_Type_State,School_Type_NCES,Web_Site,Charter_Status,SY_Start_School_Opp_Status,School_Address_Mailing_2,School_City,ZIP_Code_Mailing,School_Address_Location_1,School_Address_Location_2,School_ZIP_Code_Location,PreK_3,Prek_4,Preschool,Kindergarten,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Ungraded,No_Grade,Grade_Adult,F53,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_ERROR,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE,latitude,longitude,ward,census_tract
2012-2013,District of Columbia Public Schools,Langdon EC,1,262,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20018,1900 Evarts St  NE,NULL,20018,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,1900 EVARTS STREET NE,401987.32,139647.88,38.92470416,-76.97708185,Ward 5,11100,20018,294532,,100,DC Address,,38.92470416,-76.97708185,Ward 5,11100
2012-2013,District of Columbia Public Schools,LaSalle Backus EC,1,264,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,501 Riggs Road NE,NULL,20011,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,501 RIGGS ROAD NE,400010.18,143562.69,38.95997214,-76.99988254,Ward 4,9507,20011,294489,,100,DC Address,,38.95997214,-76.99988254,Ward 4,9507
2012-2013,District of Columbia Public Schools,Mamie D Lee School,1,265,1100030,Special Education school,Special Education school,www.dcps.dc.gov,No,Open,NULL,Washington,20011,100 Gallatin St  NE,NULL,20011,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,NULL,100 GALLATIN STREET NE,399373.74,142734.73,38.95251344,-77.00722496,Ward 5,9508,20011,294470,,100,DC Address,,38.95251344,-77.00722496,Ward 5,9508
2012-2013,District of Columbia Public Schools,Leckie ES,1,266,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,4201 M L  King Ave  SW,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,4201 MARTIN LUTHER KING JR AVENUE SW,398880.58,128934.66,38.82819678,-77.01289191,Ward 8,9807,20032,294592,,100,DC Address,,38.82819678,-77.01289191,Ward 8,9807
2012-2013,District of Columbia Public Schools,Ludlow Taylor ES,1,271,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,659 G St  NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,659 G STREET NE,400304.26,136765.86,38.89874414,-76.99649249,Ward 6,8302,20002,294494,,100,DC Address,,38.89874414,-76.99649249,Ward 6,8302
2012-2013,District of Columbia Public Schools,Key ES,1,272,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20016,5001 Dana Pl  NW,NULL,20016,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,5001 DANA PLACE NW,391283.15,139885.29,38.92680184,-77.10052732,Ward 3,902,20016,294605,,100,DC Address,,38.92680184,-77.10052732,Ward 3,902
2012-2013,District of Columbia Public Schools,Mann ES,1,273,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20016,4430 Newark St  NW,NULL,20016,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,4430 NEWARK STREET NW,392385.28,140715.66,38.93429231,-77.08782619,Ward 3,801,20016,294597,,100,DC Address,,38.93429231,-77.08782619,Ward 3,801
2012-2013,District of Columbia Public Schools,Maury ES,1,274,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,1250 Constitution Ave  NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1250 CONSTITUTION AVENUE NE,400984,136037.82,38.89218519,-76.9886575,Ward 6,8002,20002,294511,,100,DC Address,,38.89218519,-76.9886575,Ward 6,8002
2012-2013,District of Columbia Public Schools,Miner ES,1,280,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,601 15th St  NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,601 15TH STREET NE,401483,136614.12,38.89737602,-76.98290432,Ward 6,7901,20002,289548,,100,DC Address,,38.89737602,-76.98290432,Ward 6,7901
2012-2013,District of Columbia Public Schools,Marie Reed ES,1,284,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20009,2201 18th St NW,NULL,20009,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,2201 18TH STREET NW,396459.87,139027.66,38.91911214,-77.04082224,Ward 1,3800,20009,310614,,100,DC Address,,38.91911214,-77.04082224,Ward 1,3800
2012-2013,District of Columbia Public Schools,Moten ES,1,285,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,1565 Morris Rd SE,NULL,20020,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1565 MORRIS ROAD SE,401480.43,132093.89,38.856656,-76.98294368,Ward 8,7407,20020,294524,,100,DC Address,,38.856656,-76.98294368,Ward 8,7407
2012-2013,District of Columbia Public Schools,Murch ES,1,287,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20008,4810 36th St  NW,NULL,20008,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,4810 36TH STREET NW,393925.57,142783.67,38.95293352,-77.07007921,Ward 3,1100,20008,294602,,100,DC Address,,38.95293352,-77.07007921,Ward 3,1100
2012-2013,District of Columbia Public Schools,Nalle ES,1,288,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,219 50th St  SE,NULL,20019,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,219 50TH STREET SE,406004.16,135348.37,38.88595442,-76.93079651,Ward 7,9904,20019,294474,,100,DC Address,,38.88595442,-76.93079651,Ward 7,9904
2012-2013,District of Columbia Public Schools,Noyes EC,1,290,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20018,2725 10th St  NE,NULL,20018,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,2725 10TH STREET NE,400707.33,139700.26,38.92517798,-76.99184288,Ward 5,9302,20018,289594,,100,DC Address,,38.92517798,-76.99184288,Ward 5,9302
2012-2013,District of Columbia Public Schools,Orr ES,1,291,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,2200 Minnesota Ave  SE,NULL,20020,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,2200 MINNESOTA AVENUE SE,402214.23,133774.84,38.87179716,-76.97448402,Ward 8,7601,20020,294539,,100,DC Address,,38.87179716,-76.97448402,Ward 8,7601
2012-2013,District of Columbia Public Schools,Oyster Adams Bilingual School (Oyster),1,292,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20008,2801 Calvert St NW,NULL,20008,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,NULL,2801 CALVERT STREET NW,395039.6,139526.15,38.92359583,-77.05720337,Ward 3,501,20008,275944,,100,DC Address,,38.92359583,-77.05720337,Ward 3,501
2012-2013,District of Columbia Public Schools,Patterson ES,1,294,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,4399 S Capitol Terr  SW,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,NULL,4399 SOUTH CAPITOL TERRACE SW,399263.25,128798.03,38.82696636,-77.00848471,Ward 8,9807,20032,301073,,100,DC Address,,38.82696636,-77.00848471,Ward 8,9807
2012-2013,District of Columbia Public Schools,Payne ES,1,295,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,1445 C St SE,NULL,20003,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1445 C STREET SE,401302.84,135259.2,38.88517068,-76.98498373,Ward 6,6900,20003,289721,,100,DC Address,,38.88517068,-76.98498373,Ward 6,6900
2012-2013,District of Columbia Public Schools,Bruce Monroe ES at Park View,1,296,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20010,3560 Warder St  NW,NULL,20010,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,3560 WARDER STREET NW,398163.16,140725.73,38.9344141,-77.02118567,Ward 1,3200,20010,294583,,100,DC Address,,38.9344141,-77.02118567,Ward 1,3200
2012-2013,District of Columbia Public Schools,Plummer ES,1,299,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,4601 Texas Ave  SE,NULL,20019,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,4601 TEXAS AVENUE SE,405211.23,135490.54,38.8872402,-76.93993468,Ward 7,9906,20019,19536,,100,DC Address,,38.8872402,-76.93993468,Ward 7,9906
2012-2013,District of Columbia Public Schools,Powell ES,1,300,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,1350 Upshur St  NW,NULL,20011,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1350 UPSHUR STREET NW,397292.79,141516.39,38.94153434,-77.03122742,Ward 4,2502,20011,255302,,100,DC Address,,38.94153434,-77.03122742,Ward 4,2502
2012-2013,District of Columbia Public Schools,Peabody ES (Capitol Hill Cluster),1,301,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,425 C St  NE,NULL,20002,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,425 C STREET NE,400012.32,136116.7,38.89289632,-76.99985799,Ward 6,8200,20002,288145,,100,DC Address,,38.89289632,-76.99985799,Ward 6,8200
2012-2013,District of Columbia Public Schools,Raymond EC,1,302,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20010,915 Spring Rd  NW,NULL,20010,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,915 SPRING ROAD NW,397708.28,140880.94,38.93581121,-77.02643266,Ward 4,2502,20010,226682,,100,DC Address,,38.93581121,-77.02643266,Ward 4,2502
2012-2013,District of Columbia Public Schools,Ross ES,1,305,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20009,1730 R St  NW,NULL,20009,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1730 R STREET NW,396560.15,138281.53,38.91239115,-77.03966214,Ward 2,5301,20009,241714,,100,DC Address,,38.91239115,-77.03966214,Ward 2,5301
2012-2013,Inspired Teaching Demonstration PCS,Inspired Teaching Demonstration PCS,165,3064,1100080,Regular school,Regular School,www.inspiredteachingschool.org,Yes,Open,NULL,Washington,20009,1328 Florida Ave NW,NULL,20009,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,NULL,1328 FLORIDA AVENUE NW,397329.2,139135.4,38.92008577,-77.03079817,Ward 1,4400,20009,240295,,100,DC Address,,38.92008577,-77.03079817,Ward 1,4400
2012-2013,Mundo Verde Bilingual PCS,Mundo Verde Bilingual PCS,171,3065,1100086,Regular school,Regular School,www.mundoverdepcs.org,Yes,Open,NULL,Washington,20010,3220 16th St NW,NULL,20010,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,3220 16TH STREET NW,396808.36,140381.96,38.93131343,-77.03681,Ward 1,2702,20010,301528,,100,DC Address,,38.93131343,-77.03681,Ward 1,2702
2012-2013,Shining Stars Montessori PCS,Shining Stars Montessori PCS,166,3066,1100081,Regular school,Regular School,www.shiningstarsdc.org,Yes,Open,NULL,Washington,20009,1328 Florida Ave NW,NULL,20009,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,1328 FLORIDA AVENUE NW,397329.2,139135.4,38.92008577,-77.03079817,Ward 1,4400,20009,240295,,100,DC Address,,38.92008577,-77.03079817,Ward 1,4400
2012-2013,Richard Wright PCS for Journalism and Media Arts,Richard Wright PCS for Journalism and Media Arts,167,3067,1100082,Vocational Shared Time,Regular School,www.richardwrightpcs.org,Yes,Open,2nd fl,Washington,20003,770 M Street SE,NULL,20003,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,NULL,770 M STREET SE,400383.82,134351.84,38.87699771,-76.99557668,Ward 6,7200,20003,288946,,100,DC Address,,38.87699771,-76.99557668,Ward 6,7200
2012-2013,Basis DC PCS,Basis DC PCS,168,3068,1100083,Regular school,Regular School,www.basisdc.org,Yes,New,NULL,Washington,20004,412 8th St NW,NULL,20004,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,412 8TH STREET NW,397979.04,136380.31,38.8952687,-77.02329647,Ward 2,5800,20004,243246,,100,DC Address,,38.8952687,-77.02329647,Ward 2,5800
2012-2013,Creative Minds International PCS,Creative Minds International PCS,169,3069,1100084,Regular school,Regular School,http://www.creativemindspcs.org,Yes,Open,NULL,Washington,20010,3224 16th St NW,NULL,20010,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,3224 16TH STREET NW,396807.89,140403.83,38.93151044,-77.03681552,Ward 1,2702,20010,233551,,100,DC Address,,38.93151044,-77.03681552,Ward 1,2702
2012-2013,District of Columbia Public Schools,Savoy ES,1,307,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,2400 Shannon Pl SE,NULL,20020,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,2400 SHANNON PLACE SE,400555.08,132781.57,38.86285199,-76.99360426,Ward 8,7401,20020,278153,,100,DC Address,,38.86285199,-76.99360426,Ward 8,7401
2012-2013,DC Scholars PCS,DC Scholars PCS,170,3070,1100085,Regular school,Regular School,www.dcscholars.org,Yes,New,NULL,Washington,20011,5601 E  Capitol SE,NULL,20011,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,NULL,,,,,,,,,,Street Type: Missing,85,DC Address,,38.8899,-76.92033,Ward 7,
2012-2013,KIPP DC PCS,KIPP DC Heights Academy PCS,129,3071,1100031,Regular school,Regular School,www.kippdc.org,Yes,Open,NULL,Washington,20020,2600 Douglass Rd SE,NULL,20020,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,,,,,,,,,,sion URL: http://dcatlas.dcgis.dc.gov/mar/submit_info.aspx?addressid=2600&addsuf=&stnm=DOUGLASS&sttype=ROAD&stquad=SE&Flag=YSubmission URL: http://dcatlas.dcgis.dc.gov/mar/submit_info.aspx?addressid=2600&addsuf=&stnm=DOUGLASS&sttype=ROAD&stquad=SE&Flag=Y,88,DC Address,,38.85654,-76.99144,Ward 8,
2012-2013,AppleTree Early Learning Center PCS,AppleTree Early Learning Center PCS Douglass Knoll,103,3072,1100054,Regular school,Regular School,www.appletreeinstitute.org,Yes,Open,NULL,Washington,20020,"2017 Savannah Terrace, SE",NULL,20020,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,2017 SAVANNAH TERRACE SE,402177.09,131217.9,38.84876326,-76.9749201,Ward 8,7403,20020,278045,,100,DC Address,,38.84876326,-76.9749201,Ward 8,7403
2012-2013,AppleTree Early Learning Center PCS,AppleTree Early Learning Center PCS Lincoln,103,3073,1100054,Regular school,Regular School,www.appletreeinstitute.org,Yes,Open,NULL,Washington,20002,"138 12th Street, NE",NULL,20002,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,138 12TH STREET NE,400821.07,135963.23,38.89151343,-76.99053567,Ward 6,8100,20002,65489,,100,DC Address,,38.89151343,-76.99053567,Ward 6,8100
2012-2013,AppleTree Early Learning Center PCS,AppleTree Early Learning Center PCS Parkland,103,3074,1100054,Regular school,Regular School,www.appletreeinstitute.org,Yes,Open,NULL,Washington,20020,"2011 Savannah Terrace, SE",NULL,20020,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NULL,,,,,,,,,,Address Number/Street Name/Street Type: Not Valid,94.94,DC Address,,38.84943,-76.97311,Ward 8,
2012-2013,District of Columbia Public Schools,Malcolm X ES,1,308,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,1351 Alabama Ave  SE,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1351 ALABAMA AVENUE SE,401202.63,130797.63,38.84497916,-76.98614653,Ward 8,7304,20032,289201,,100,DC Address,,38.84497916,-76.98614653,Ward 8,7304
2012-2013,District of Columbia Public Schools,Seaton ES,1,309,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20001,1503 10th St  NW,NULL,20001,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1503 10TH STREET NW,397841.92,138084.32,38.9106187,-77.02488247,Ward 6,4901,20001,279203,,100,DC Address,,38.9106187,-77.02488247,Ward 6,4901
2012-2013,District of Columbia Public Schools,Sharpe Health School,1,312,1100030,Special Education School,Special Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,4300 13th St  NW,NULL,20011,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,NULL,4300 13TH STREET NW,397358.67,141731.76,38.94347466,-77.03046833,Ward 4,2501,20011,255254,,100,DC Address,,38.94347466,-77.03046833,Ward 4,2501
2012-2013,District of Columbia Public Schools,Shepherd ES,1,313,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20012,7800 14th St  NW,NULL,20012,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,7800 14TH STREET NW,397054.62,146297.53,38.98460328,-77.03399523,Ward 4,1600,20012,256319,,100,DC Address,,38.98460328,-77.03399523,Ward 4,1600
2012-2013,District of Columbia Public Schools,Simon ES,1,315,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,401 Mississippi Ave  SE,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,401 MISSISSIPPI AVENUE SE,399983.07,129798.63,38.83598054,-77.000195,Ward 8,9804,20032,294481,,100,DC Address,,38.83598054,-77.000195,Ward 8,9804
2012-2013,District of Columbia Public Schools,Randle Highlands ES,1,316,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,1650 30th St  SE,NULL,20020,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1650 30TH STREET SE,403093.17,133585.82,38.87009174,-76.96435628,Ward 7,7604,20020,156337,,100,DC Address,,38.87009174,-76.96435628,Ward 7,7604
2012-2013,District of Columbia Public Schools,Stanton ES,1,319,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,2701 Naylor Rd  SE,NULL,20020,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,2701 NAYLOR ROAD SE,402734.84,132384.63,38.85927211,-76.96849023,Ward 8,7502,20020,294547,,100,DC Address,,38.85927211,-76.96849023,Ward 8,7502
2012-2013,District of Columbia Public Schools,Stoddert ES,1,321,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20007,4001 Calvert St  NW,NULL,20007,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,4001 CALVERT STREET NW,393143.05,139466.38,38.92304465,-77.0790738,Ward 3,702,20007,224730,,100,DC Address,,38.92304465,-77.0790738,Ward 3,702
2012-2013,District of Columbia Public Schools,Smothers ES,1,322,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,4400 Brooks St  NE,NULL,20019,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,4400 BROOKS STREET NE,405337.95,136191.51,38.89355404,-76.93846864,Ward 7,7803,20019,294596,,100,DC Address,,38.89355404,-76.93846864,Ward 7,7803
2012-2013,District of Columbia Public Schools,Takoma EC,1,324,1100030,Vocational Shared Time,Vocational Shared Time,www.dcps.dc.gov,No,Open,NULL,Washington,20012,7010 Piney Branch Rd  NW,NULL,20012,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,7010 PINEY BRANCH ROAD NW,398024.76,145235.93,38.97504287,-77.02279493,Ward 4,10300,20012,250934,,100,DC Address,,38.97504287,-77.02279493,Ward 4,10300
2012-2013,District of Columbia Public Schools,Thomas ES,1,325,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,650 Anacostia Ave  NE,NULL,20019,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,650 ANACOSTIA AVENUE NE,404154.01,137048.33,38.90127897,-76.95211091,Ward 7,9602,20019,294493,,100,DC Address,,38.90127897,-76.95211091,Ward 7,9602
2012-2013,District of Columbia Public Schools,Thomson ES,1,326,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20005,1200 L St  NW,NULL,20005,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,1200 L STREET NW,397533.99,137293.77,38.90349634,-77.02843003,Ward 2,10100,20005,240922,,100,DC Address,,38.90349634,-77.02843003,Ward 2,10100
2012-2013,District of Columbia Public Schools,Truesdell EC,1,327,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,800 Ingraham St  NW,NULL,20011,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,NULL,800 INGRAHAM STREET NW,397826.84,142896.55,38.95396869,-77.02507158,Ward 4,2101,20011,294497,,100,DC Address,,38.95396869,-77.02507158,Ward 4,2101
2012-2013,District of Columbia Public Schools,Tubman ES,1,328,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20010,3101 13th St  NW,NULL,20010,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,NULL,3101 13TH STREET NW,397447.02,140146.96,38.92919857,-77.0294433,Ward 1,3000,20010,294555,,100,DC Address,,38.92919857,-77.0294433,Ward 1,3000
