School_Year,LEA_Name,School_Name,LEA_Code,School_Code,LEA_ID_NCES,School_Type_State,School_Type_NCES,Web_Site,Charter_Status,SY_Start_School_Opp_Status,School_Address_Mailing_2,School_City,ZIP_Code_Mailing,School_Address_Location_1,School_Address_Location_2,School_ZIP_Code_Location,PreK_3,Prek_4,Preschool,Kindergarten,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Ungraded,No_Grade,Grade_Adult,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE
2012-2013,District of Columbia Public Schools,Capitol Hill Montessori School at Logan,1,360,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,215 G Street NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,215 G STREET NE,399777.37000000,136742.12000000,38.89853031,-77.00256647,Ward 6,008301,20002,286687,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Benjamin Banneker HS,1,402,1100030,Magnet School,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20001,800 Euclid St  NW,NULL,20001,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,800 EUCLID STREET NW,397920.84000000,139551.17000000,38.92383276,-77.02397697,Ward 1,003500,20001,294496,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Browne EC,1,404,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,850 26th St  NE,NULL,20010,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,850 26TH STREET NE,402544.36000000,137194.17000000,38.90259888,-76.97066706,Ward 5,008904,20002,294501,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Deal MS,1,405,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20016,3815 Fort Dr  NW,NULL,20016,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,3815 FORT DRIVE NW,393481.78000000,142779.94000000,38.95289674,-77.07519907,Ward 3,001100,20016,277548,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Eliot Hine MS,1,407,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,1830 Constitution Ave  NE,NULL,20002,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,1830 CONSTITUTION AVENUE NE,401823.73000000,136065.31000000,38.89243149,-76.97897792,Ward 6,008002,20002,286499,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Francis Stevens EC,1,409,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20037,2425 N St  NW,NULL,20037,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,2425 N STREET NW,395461.95000000,137735.74000000,38.90746950,-77.05232100,Ward 2,005500,20037,294544,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Hart MS,1,413,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,601 Mississippi Ave  SE,NULL,20032,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,601 MISSISSIPPI AVENUE SE,400244.94000000,129993.71000000,38.83773787,-76.99717875,Ward 8,009804,20032,5534,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Jefferson MS,1,415,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20024,801 7th St  SW,NULL,20024,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,801 7TH STREET SW,398012.08000000,134671.03000000,38.87987093,-77.02291066,Ward 6,010200,20024,276812,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Johnson  John Hayden MS,1,416,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,1400 Bruce Pl  SE,NULL,20020,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,1400 BRUCE PLACE SE,401414.57000000,131503.42000000,38.85133691,-76.98370368,Ward 8,007404,20020,294520,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Kramer MS,1,417,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,1700 Q St  SE,NULL,20020,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,1700 Q STREET SE,401720.71000000,133718.02000000,38.87128640,-76.98017130,Ward 8,007601,20020,289467,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,MacFarland MS,1,420,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,4400 Iowa Ave  NW,NULL,20011,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,4400 IOWA AVENUE NW,397592.04000000,141746.55000000,38.94360856,-77.02777641,Ward 4,002501,20011,294595,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Kelly Miller MS,1,421,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,301 49th St  NE,NULL,20019,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,301 49TH STREET NE,405859.65000000,136165.39000000,38.89331541,-76.93245515,Ward 7,007804,20019,294476,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Ron Brown MS,1,425,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,4800 Meade St  NE,NULL,20019,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,4800 MEADE STREET NE,405836.91000000,137635.93000000,38.90656271,-76.93270478,Ward 7,007806,20019,294601,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Sousa MS,1,427,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,3650 Ely Pl SE,NULL,20019,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,3650 ELY PLACE SE,404064.10000000,135118.46000000,38.88389441,-76.95315884,Ward 7,007703,20019,294584,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Stuart Hobson MS (Capitol Hill Cluster),1,428,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,410 E St  NE,NULL,20002,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,410 E STREET NE,399999.62000000,136494.28000000,38.89629770,-77.00000438,Ward 6,008301,20002,294483,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Shaw MS at Garnet Patterson,1,432,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20001,2001 10th St  NW,NULL,20001,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,2001 10TH STREET NW,397767.00000000,138853.23000000,38.91754511,-77.02574879,Ward 1,004400,20001,294533,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Jefferson Middle School Academy,1,433,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20024,801 7th St SW,NULL,20024,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,801 7TH STREET SW,398012.08000000,134671.03000000,38.87987093,-77.02291066,Ward 6,010200,20024,276812,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Columbia Heights EC,1,442,1100030,Magnet School,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20010,3101 16th St  NW,NULL,20010,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,3101 16TH STREET NW,396890.80000000,140185.59000000,38.92954477,-77.03585831,Ward 1,002802,20010,234375,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Anacostia HS,1,450,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,1601 16th St  SE,NULL,20020,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,1601 16TH STREET SE,401468.56000000,133584.50000000,38.87008406,-76.98307725,Ward 8,007601,20020,155922,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Ballou HS,1,452,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,3401 4th St  SE,NULL,20032,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,3401 4TH STREET SE,399915.33000000,130176.29000000,38.83938266,-77.00097526,Ward 8,009803,20032,294567,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Cardozo HS at Meyer,1,454,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20009,2501 11th Street NW,NULL,20009,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,2501 11TH STREET NW,397694.00000000,139439.50000000,38.92282623,-77.02659252,Ward 1,003500,20001,242979,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Coolidge HS,1,455,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,6315 5th St  NW,NULL,20011,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,6315 5TH STREET NW,398303.30000000,144374.62000000,38.96728457,-77.01957835,Ward 4,001902,20011,294615,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Roosevelt STAY,1,456,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,4301 13th St  NW,NULL,20011,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4301 13TH STREET NW,397468.88000000,141682.30000000,38.94302943,-77.02919685,Ward 4,002501,20011,252605,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Eastern HS,1,457,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,1700 East Capitol St  NE,NULL,20003,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,1700 EAST CAPITOL STREET NE,401762.50000000,135840.08000000,38.89040266,-76.97968429,Ward 6,008002,20003,289529,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,McKinley Technology HS,1,458,1100030,Magnet School,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,151 T St  NE,NULL,20002,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,151 T STREET NE,399642.48000000,138594.83000000,38.91522012,-77.00412244,Ward 5,008701,20002,296345,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Roosevelt HS,1,459,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,4301 13th St  NW,NULL,20011,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,4301 13TH STREET NW,397468.88000000,141682.30000000,38.94302943,-77.02919685,Ward 4,002501,20011,252605,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Spingarn HS,1,460,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,2500 Benning Rd  NE,NULL,20002,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,2500 BENNING ROAD NE,402516.70000000,136805.15000000,38.89909453,-76.97098736,Ward 5,008904,20002,294545,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Spingarn STAY,1,461,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,2500 Benning Rd  NE,NULL,20002,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,2500 BENNING ROAD NE,402516.70000000,136805.15000000,38.89909453,-76.97098736,Ward 5,008904,20002,294545,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Ballou STAY,1,462,1100030,Alternative Education School,Alternative Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,3401 4th St  SE,NULL,20032,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3401 4TH STREET SE,399915.33000000,130176.29000000,38.83938266,-77.00097526,Ward 8,009803,20032,294567,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Wilson HS,1,463,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20008,3950 Chesapeake St NW,NULL,20008,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,3950 CHESAPEAKE STREET NW,393258.18000000,142475.96000000,38.95015672,-77.07777570,Ward 3,001100,20016,294587,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Woodson H D HS,1,464,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,540 55th St. NE,NULL,20019,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,540 55TH STREET NE,406737.85000000,136551.42000000,38.89678662,-76.92232826,Ward 7,007807,20019,309633,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Tuition Grant DCPS Non Public,1,465,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,1200 First St NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,1200 1ST STREET NE,399448.73000000,137581.05000000,38.90608754,-77.00635569,Ward 6,010600,20002,302635,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,School Without Walls SHS,1,466,1100030,Magnet School,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20037,2130 G St  NW,NULL,20037,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,2130 G STREET NW,395820.01000000,136698.13000000,38.89812412,-77.04818647,Ward 2,010800,20037,242528,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Dunbar HS,1,467,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20001,1301 New Jersey Ave  NW,NULL,20001,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,1301 NEW JERSEY AVENUE NW,398725.55000000,137851.55000000,38.90852355,-77.01469386,Ward 5,004600,20001,279021,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Ellington School of the Arts,1,471,1100030,Magnet School,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20007,3500 R St  NW,NULL,20007,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,3500 R STREET NW,393902.40000000,138400.27000000,38.91344638,-77.07030757,Ward 2,000300,20007,294569,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Residential Schools,1,472,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,1200 First St NE,NULL,20002,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1200 1ST STREET NE,399448.73000000,137581.05000000,38.90608754,-77.00635569,Ward 6,010600,20002,302635,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Washington Metropolitan HS,1,474,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20001,300 Bryant St NW,NULL,20001,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,300 BRYANT STREET NW,398648.83000000,139173.33000000,38.92043047,-77.01558101,Ward 1,003400,20001,294475,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Phelps Architecture Construction and Engineering HS,1,478,1100030,Magnet School/Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,704 26th Street NE,NULL,20002,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,704 26TH STREET NE,402437.64000000,137126.77000000,38.90199202,-76.97189763,Ward 5,008904,20002,294495,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,"Incarcerated Youth Program, Correctional",1,480,1100030,Alternative Education School,Alternative Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,1901 D Street SE,NULL,20003,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,1901 D STREET SE,402049.46000000,135066.23000000,38.88343091,-76.97637892,Ward 7,006804,20003,295133,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Prospect LC,1,486,1100030,Special Education School,Special Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,920 F St  NE,NULL,20002,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,920 F STREET NE,400591.35000000,136634.98000000,38.89756498,-76.99318304,Ward 6,008402,20002,289072,100.00000000,DC Address,
2012-2013,DYRS,Maya Angelou Academy at New Beginnings (formerly Oak Hill),4002,860,1100087,Vocational Shared Time/Other/alternative school,Other/alternative school,www.dyrs.dc.gov,No,Open,NULL,Laurel,20724,3201 Oak Hill Drive,NULL,20724,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,,,,,,,,
2012-2013,District of Columbia Public Schools,Youth Services Center,1,861,1100030,Alternative Education School,Alternative Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,1000 Mt  Olivet Rd  NE,NULL,20003,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,1000 MOUNT OLIVET ROAD NE,400989.94000000,138252.92000000,38.91213959,-76.98858584,Ward 5,008803,20002,290013,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Luke Moore Alternative HS,1,884,1100030,Vocational Shared Time,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20017,1001 Monroe St  NE,NULL,20017,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,1001 MONROE STREET NE,400666.21000000,140488.24000000,38.93227638,-76.99231633,Ward 5,009301,20017,294504,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,CHOICE Academy MS/SHS,1,947,1100030,Alternative Education School,Alternative Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,1401 Brentwood Pkwy NE,NULL,20002,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,1401 BRENTWOOD PARKWAY NE,400520.69000000,137952.79000000,38.90943632,-76.99399659,Ward 5,008803,20002,294521,100.00000000,DC Address,
2012-2013,KIPP DC PCS,KIPP DC LEAD Academy,129,190,1100031,Regular school,Regular School,www.kippdc.org,Yes,New,NULL,Washington,20001,421 P St NW,NULL,20001,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,421 P STREET NW,398428.65000000,138002.89000000,38.90988639,-77.01811734,Ward 6,004801,20001,294487,100.00000000,DC Address,
2012-2013,Maya Angelou PCS,Maya Angelou Young Adult Learning Center,133,137,1100014,Adult Education,Other/alternative school,www.seeforever.org,No,New,NULL,Washington,20019,5600 E Capitol St NE,NULL,20019,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5600 EAST CAPITOL STREET NE,406885.34000000,135830.53000000,38.89029144,-76.92063526,Ward 7,007808,20019,289793,100.00000000,DC Address,
2012-2013,Cesar Chavez PCS,Cesar Chavez PCS Parkside Upper,109,109,1100005,Regular School,Regular School,www.chavezschools.org,Yes,New,NULL,Washington,20019,3701 Hayes St  NE,NULL,20019,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,3701 HAYES STREET NE,404418.20000000,137066.13000000,38.90143803,-76.94906511,Ward 7,009602,20019,304053,100.00000000,DC Address,
2012-2013,Capital City PCS,Capital City Middle School,108,182,NULL,Regular school,Regular School,www.ccpcs.org,Yes,New,NULL,Washington,20011,100 Peabody St NW,NULL,20011,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,100 PEABODY STREET NW,398884.80000000,143806.18000000,38.96216486,-77.01286745,Ward 4,001902,20011,277545,100.00000000,DC Address,
2012-2013,Ingenuity Preparatory PCS,Ingenuity Preparatory,173,200,1100090,Regular school,Regular School,http://www.ingenuityprep.org/,Yes,Future School,NULL,Washington,20032,"3333 14th Street, NW",Suite 210,20010,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3333 14TH STREET NW,397187.18000000,140338.09000000,38.93091953,-77.03244079,Ward 1,002900,20010,299650,100.00000000,DC Address,
2012-2013,Sela PCS,Sela PCS,174,197,1100088,Regular school,Regular School,http://www.selapcs.org,Yes,Future School,NULL,Washington,20010,"3333 14th Street, NW",Suite 210,20010,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3333 14TH STREET NW,397187.18000000,140338.09000000,38.93091953,-77.03244079,Ward 1,002900,20010,299650,100.00000000,DC Address,
2012-2013,Somerset PCS,Somerset PCS,175,187,1100089,Regular school,Regular School,dcpublic@dcpcsb.org,Yes,Future School,Suite 210,Washington,20010,"3333 14th Street, NW",Suite 210,20010,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3333 14TH STREET NW,397187.18000000,140338.09000000,38.93091953,-77.03244079,Ward 1,002900,20010,299650,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Early S.T.A.G.E.S. at Walker Jones EC,1,6000,NULL,Program-Non Reportable,Program-Non Reportable,http://www.earlystagesdc.org/,No,Open,NULL,Washington,20001,"1125 New Jersey Avenue, NW",NULL,20001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1125 NEW JERSEY AVENUE NW,398792.97000000,137370.70000000,38.90419198,-77.01391569,Ward 6,004701,20001,307735,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Private/Religious School Enrollment (PRO),1,7000,NULL,Program-Non Reportable,Program-Non Reportable,http://www.dcps.dc.gov,NULL,Open,NULL,Washington,20002,1200 First St NE,NULL,20002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200 1ST STREET NE,399448.73000000,137581.05000000,38.90608754,-77.00635569,Ward 6,010600,20002,302635,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,School Within School at Logan Annex,1,175,1100030,Program-Non Reportable,Program-Non Reportable,http://www.dcps.dc.gov,No,Open,NULL,Washington,20002,215 G St NE,NULL,20002,NULL,Y,NULL,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,215 G STREET NE,399777.37000000,136742.12000000,38.89853031,-77.00256647,Ward 6,008301,20002,286687,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Pre-Engineering SWSC at Dunbar,1,940,1100030,Program-Non Reportable,Program-Non Reportable,http://www.dcps.dc.gov,No,Open,NULL,Washington,20001,1301 NEW JERSEY AVE NW,NULL,20001,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,1301 NEW JERSEY AVENUE NW,398725.55000000,137851.55000000,38.90852355,-77.01469386,Ward 5,004600,20001,279021,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,LaShawn - DCPS Non Public,1,948,1100030,NULL,Other/alternative school,http://www.dcps.dc.gov,No,Open,NULL,Washington,20002,825 N. Capitol St NE,NULL,20002,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,825 NORTH CAPITOL STREET NE,399267.37000000,137018.38000000,38.90101868,-77.00844602,Ward 6,010600,20002,289003,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Oyster Adams  Bilingual School (Adams),1,201,1100030,Regular school,Regular School,http://www.dcps.dc.gov,No,Open,NULL,Washington,20008,2020 19th St. NW,NULL,20008,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,2020 19TH STREET NW,396151.48000000,138827.70000000,38.91730954,-77.04437725,Ward 1,004002,20009,294534,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Child & Family Services- Regular Ed,1,958,1100030,NULL,Regular School,http://www.dcps.dc.gov,No,Open,NULL,Washington,20002,1200 First Street NE,NULL,20002,NULL,Y,NULL,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,1200 1ST STREET NE,399448.73000000,137581.05000000,38.90608754,-77.00635569,Ward 6,010600,20002,302635,100.00000000,DC Address,
2012-2013,KIPP DC PCS,KIPP DC Connect Academy,129,209,1100031,Regular school,Regular School,www.kippdc.org,Yes,Future School,NULL,Washington,20002,1375 Mt Olivet Road NE,NULL,20002,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1375 MOUNT OLIVET ROAD NE,401636.15000000,137801.71000000,38.90807397,-76.98113601,Ward 5,008804,20002,286108,100.00000000,DC Address,
2012-2013,KIPP DC PCS,KIPP DC Spring Academy,129,214,1100031,Regular school,Regular School,www.kippdc.org,Yes,Future School,NULL,Washington,20002,1375 Mt Olivet Road NE,NULL,20002,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1375 MOUNT OLIVET ROAD NE,401636.15000000,137801.71000000,38.90807397,-76.98113601,Ward 5,008804,20002,286108,100.00000000,DC Address,
2012-2013,Community College Preparatory Academy PCS,Community College Preparatory Academy PCS,176,216,1100092,Regular School,Regular School,www.ccprepacademy.com,Yes,Future School,NULL,Washington,20032,2501 Martin Luther King Jr Ave SE,NULL,20032,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2501 MARTIN LUTHER KING JR AVENUE SE,400403.19000000,132438.56000000,38.85976209,-76.99535457,Ward 8,007401,20020,278172,100.00000000,DC Address,
