"Comments","School.Year","NCES_KEY","EID","LEA.Name","SchoolName","LEA_ID..State.","SChool_ID.State.","LEA.ID..NCES.","School.ID..NCES.","Longitundal.LEA","Longitudinal.School","Adjusted.School.ID","School.Type..State.","School.Type..NCSE.","Web.Site","Telephone.Number","Charter.Status","SY_Start_School_Opp_Status","Updated_School_Opp_Status","Updated_Opp_Status_Effective_Date","School.Address.Mailing","School.Address.Mailing.2","School.City.Mailing..ID.8.N029.","ZIP.Code.Mailing","School.ZIP.Code.Location","School.Address.Location.1","School.Address.Location.2","School.ZIP.Code.Plus.4.Mailing","School.City.Location","State.Abbreviation.Location","School.ZIP.Code.Plus.4.Location","PreK.3","Prek.4","Preschool","Kindergarten","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","Ungraded","No.Grade","Grade.Adult","lon","lat"
"","2011-2012",110004800387,"9332d144","D.C. Preparatory Academy PCS","D C  Preparatory Benning Campus PCS",115,1110,1100048,387,115,1110,1110,"Regular school","Regular school","www.dcprep.org","202-398-2838","Yes","Open","Open","27-Jan-12","100 41st Street NE","","Washington","20019","20019","100 41st Street NE","",NA,"Washington","DC",NA,"N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.9445774,38.8908913
"","2011-2012",110004800388,"ba4406f8","D.C. Preparatory Academy PCS","D C  Preparatory Edgewood Elementary Campus PCS",115,130,1100048,388,115,130,130,"Regular school","Regular school","www.dcprep.org","202-635-4411","Yes","Open","Open","27-Jan-12","701 Edgewood St NE","","Washington","20017","20017","701 Edgewood St NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",-76.9960394,38.9250976
"","2011-2012",110004800277,"fa714f79","D.C. Preparatory Academy PCS","D C  Preparatory Edgewood Middle Campus PCS",115,196,1100048,277,115,196,196,"Regular school","Regular school","www.dcprep.org","202-832-5700","Yes","Open","Open","27-Jan-12","701 Edgewood Street NE","","Washington","20017","20017","701 Edgewood St NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.9960394,38.9250976
"","2011-2012",110003000099,"93d92236","District of Columbia Public Schools","Davis ES",1,229,1100030,99,1,229,229,"Regular school","Regular school","www.dcps.dc.gov","202-729-4340","No","Open","Open","27-Jan-12","4430 H St  SE","","Washington","20019","20019","4430 H St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.93705,38.8786719
"","2011-2012",110008500438,"6339ad0a","DC Scholars PCS","DC Scholars PCS",170,3070,1100085,438,170,3070,3070,"Regular school","Regular school","http://dcscholars.org","202-671-6180","Yes","Future School","Future School","27-Jan-12","600 New Hampshire Avenue NW","9th Floor","Washington","20037","20037","600 New Hampshire Avenue NW","9th Floor",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","Y","N","N",-77.055286,38.897758
"","2011-2012",110003000138,"222d2f1f","District of Columbia Public Schools","Deal MS",1,405,1100030,138,1,405,405,"Regular school","Regular school","www.dcps.dc.gov","202-939-2010","No","Open","Open","27-Jan-12","3815 Fort Dr  NW","","Washington","20016","20016","3815 Fort Dr  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","Y","N","N",-77.075086,38.953232
"","2011-2012",110003000097,"8e2ab6b4","District of Columbia Public Schools","Drew ES",1,231,1100030,97,1,231,231,"Regular school","Regular school","www.dcps.dc.gov","202-671-6040","No","Open","Open","27-Jan-12","5600 Eads St  NE","","Washington","20019","20019","5600 Eads St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.919832,38.896236
"","2011-2012",110003000079,"1ff9480b","District of Columbia Public Schools","Dunbar SHS",1,467,1100030,79,1,467,467,"Regular school","Regular school","www.dcps.dc.gov","202-698-3762","No","Open","Open","27-Jan-12","1301 New Jersey Ave NW","","Washington","20001","20001","1301 New Jersey Ave  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-77.013852,38.908016
"","2011-2012",110004300274,"64c6fe3f","E.L. Haynes PCS","E L  Haynes PCS Georgia Avenue",116,146,1100043,274,116,146,146,"Regular school","Regular school","www.elhaynes.org","(202) 667-4446","Yes","Open","Open","27-Jan-12","3600 Georgia Ave. NW","","Washington","20010","20010","3600 Georgia Ave. NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.024506,38.934232
"","2011-2012",110004300433,"f44df0ea","E.L. Haynes PCS","E L  Haynes PCS Kansas Avenue Campus",116,1138,1100043,433,116,1138,1138,"Regular school","Regular school","www.elhaynes.org","202-706-5828","Yes","Open","Open","27-Jan-12","4501 Kansas Avenue NW","","Washington","20010","20010","4501 Kansas Avenue NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N",-77.022618,38.945117
"","2011-2012",110004900278,"460e91af","Eagle Academy PCS","Eagle Academy PCS  M Street Campus",117,195,1100049,278,117,195,195,"Regular school","Regular school","www.eagleacademy.info","(202) 544-2646","Yes","Open","Open","27-Jan-12","770 M Street SE","","Washington","20003","20003","770 M Street SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",-76.995574,38.877003
"Spoke to Eagle on 9/30/11 & this campus did not get established. Awaiting PCSB feedback on what to do about this. PCSB (Ayana) confirmed on 10/7/11 that school did not open.","2011-2012",110004900450,"***","Eagle Academy PCS","Eagle Academy PCS Howard University",117,3075,1100049,450,117,3075,3075,"Regular school","Regular school","http://www.eagleacademypcs.org/default.asp?contentID=1","202.544.2646","Yes","Future School","Future School","27-Jan-12","770 M Street, SE","","Washington","20003","20003","770 M Street, SE","",NA,"Washington","DC",NA,"N","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.995574,38.877003
"","2011-2012",110004900434,"e385681a","Eagle Academy PCS","Eagle Academy PCS New Jersey Avenue Campus",117,1125,1100049,434,117,1125,1125,"Regular school","Regular school","www.eagleacademy.info","(202) 459-6825","Yes","Open","Open","27-Jan-12","1017 New Jersey Avenue SE","","Washington","20003","20003","1017 New Jersey Avenue SE","",NA,"Washington","DC",NA,"N","N","N","N","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.005116,38.877861
"","2011-2012",110005700431,"3a7c577a","Early Childhood Academy PCS","Early Childhood Academy PCS Johenning Campus",118,138,1100057,431,118,138,138,"Regular school","Regular school","www.earlychildhoodacademy.org","202-373-0035","Yes","Open","Open","27-Jan-12","4301 9th St SE","","Washington","20032","20032","4025 9th St SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N",-76.99066,38.831793
"","2011-2012",110005700307,"dd8f8930","Early Childhood Academy PCS","Early Childhood Academy PCS Walter Washington",118,1112,1100057,307,118,1112,1112,"Regular school","Regular school","www.earlychildhoodacademy.org","202-373-0035","Yes","Open","Open","27-Jan-12","4301 9th St SE","","Washington","20032","20032","4301 9th St SE","",NA,"Washington","DC",NA,"Y","N","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",-76.9899536,38.8315722
"","2011-2012",110003000078,"bd8817de","District of Columbia Public Schools","Eastern SHS",1,457,1100030,78,1,457,457,"Vocational Shared Time","Regular school","www.dcps.dc.gov","202-698-4500","No","Open","Open","27-Jan-12","1700 East Capitol St NE","","Washington","20003","20003","1700 East Capitol St  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y",-76.9807464,38.8898144
"","2011-2012",110003000096,"22271cd6","District of Columbia Public Schools","Eaton ES",1,232,1100030,96,1,232,232,"Regular school","Regular school","www.dcps.dc.gov","202-282-0103","No","Open","Open","27-Jan-12","3301 Lowell St  NW","","Washington","20008","20008","3301 Lowell St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.0661987,38.9326726
"","2011-2012",110001600333,"41ba7472","Education Strengthens Families PCS","Education Strengthens Families ESF PCS",119,126,1100016,333,119,126,126,"Regular school","Regular school","www.evenstartdc.org","(202) 797-7337","Yes","Open","Open","27-Jan-12","2355 Ontario Road NW","","Washington","20009","20009","2355 Ontario Road NW","",NA,"Washington","DC",NA,"N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y",-77.0401081,38.9213692
"","2011-2012",110003000151,"16487add","District of Columbia Public Schools","Eliot Hine MS",1,407,1100030,151,1,407,407,"Regular school","Regular school","www.dcps.dc.gov","202-939-5380","No","Open","Open","27-Jan-12","1830 Constitution Ave  NE","","Washington","20002","20002","1830 Constitution Ave  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-76.978566,38.892612
"","2011-2012",110003000016,"591ca794","District of Columbia Public Schools","Ellington School of the Arts",1,471,1100030,16,1,471,471,"Magnet School","Regular school","www.dcps.dc.gov","202-282-0123","No","Open","Open","27-Jan-12","3500 R St NW","","Washington","20007","20007","3500 R St  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-77.0694096,38.9135771
"","2011-2012",110000900223,"543465fa","Elsie Whitlow Stokes Communtiy Freedom PCS","Elsie Whitlow Stokes Communtiy Freedom PCS",144,159,1100009,223,144,159,159,"Regular school","Regular school","www.ewstokes.org","(202) 265-7237","Yes","Open","Open","27-Jan-12","3220 16th Street NW","","Washington","20010","20010","3220 16th Street NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","Y",-77.0370689,38.9313657
"","2011-2012",110003000094,"336198bc","District of Columbia Public Schools","Emery ES",1,235,1100030,94,1,235,235,"Regular school","Regular school","www.dcps.dc.gov","","No","Closed","Closed","27-Jan-12","1720 1st St  NE","","Washington","20002","20002","1720 1st St  NE","",NA,"Washington","DC",NA,"N","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.0064961,38.9131925
"","2011-2012",110003000069,"a1f94e4a","District of Columbia Public Schools","Ferebee Hope ES",1,343,1100030,69,1,343,343,"Regular school","Regular school","www.dcps.dc.gov","202-645-3100","No","Open","Open","27-Jan-12","3999 8th St  SE","","Washington","20032","20032","3999 8th St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N",-76.9946563,38.8320004
"Stevens was closed in 0809 and consolidated with Francis JHS at Francis (409)","2011-2012",110003000149,"f7f52d18","District of Columbia Public Schools","Francis Stevens EC",1,409,1100030,149,1,409,409,"Regular school","Regular school","www.dcps.dc.gov","202-724-4841","No","Open","Open","27-Jan-12","2425 N St  NW","","Washington","20037","20037","2425 N St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0520567,38.9073053
"","2011-2012",110000800323,"6e32f1aa","Friendship PCS","Friendship PCS Blow Pierce",120,157,1100008,323,120,157,157,"Regular school","Regular school","www.friendshipschools.org","202-572-1070","Yes","Open","Open","27-Jan-12","725 19th St  NE","","Washington","20002","20002","725 19th St NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.976256,38.898544
"","2011-2012",110000800222,"c6b8e26f","Friendship PCS","Friendship PCS Chamberlain",120,155,1100008,222,120,155,155,"Regular school","Regular school","www.friendshipschools.org","202-547-5800","Yes","Open","Open","27-Jan-12","1345 Potomac Avenue SE","","Washington","20003","20003","1345 Potomac Av SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","Y",-76.9869322,38.8796944
"","2011-2012",110000800382,"f9b36a8c","Friendship PCS","Friendship PCS SouthEast Academy",120,113,1100008,382,120,113,113,"Special Education school","Special education school","www.friendshipschools.org","202-562-1680","Yes","Open","Open","27-Jan-12","4096 Minnesota Avenue NE","","Washington","20020","20020","4096 Minnesota Av NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N",-76.9466344,38.8982964
"Y","2011-2012",110000800422,"a3466ecd","Friendship PCS","Friendship PCS Tech Prep",120,1124,1100008,422,120,1124,1124,"Vocational Shared Time","Regular school","www.friendshipschools.org","202-562-1681","Yes","Open","Open","27-Jan-12","620 Milwaukee Pl SE","","Washington","20032","20032","620 Milwaukee Pl SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-76.997535,38.8480717
"","2011-2012",110000800341,"d1ef47b8","Friendship PCS","Friendship PCS Woodridge Campus",120,156,1100008,341,120,156,156,"Regular school","Regular school","www.friendshipschools.org","202-635-6500","Yes","Open","Open","27-Jan-12","2959 Carlton Avenue NE","","Washington","20018","20018","2959 Carlton Av NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.966114,38.929206
"","2011-2012",110000800338,"1360c023","Friendship PCS","Friendship PCS Woodson Collegiate Campus",120,186,1100008,338,120,186,186,"Vocational Shared Time","Regular school","www.friendshipschools.org","202-396-5500","Yes","Open","Open","27-Jan-12","4095 Minnesota Avenue NE","","Washington","20019","20019","4095 Minnesota Av NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-76.946319,38.897532
"","2011-2012",110003000165,"70c0502e","District of Columbia Public Schools","Garfield ES",1,238,1100030,165,1,238,238,"Regular school","Regular school","www.dcps.dc.gov","202-671-6140","No","Open","Open","27-Jan-12","2435 Alabama Ave  SE","","Washington","20020","20020","2435 Alabama Ave  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9705884,38.8521185
"","2011-2012",110003000171,"b958d8f7","District of Columbia Public Schools","Garrison ES",1,239,1100030,171,1,239,239,"Regular school","Regular school","www.dcps.dc.gov","202-673-7263","No","Open","Open","27-Jan-12","1200 S St  NW","","Washington","20009","20009","1200 S St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.0295061,38.9140263
"DCPS maintains in STARS as separate school; OSSE rolls up to 464","2011-2012",110003000055,"60e4e6cc","District of Columbia Public Schools","H D Woodson HS",1,464,1100030,55,1,464,464,"Vocational Shared Time","Regular school","www.dcps.dc.gov","202-939-2030","No","Open","Open","27-Jan-12","540 55th St. NE","","Washington","20019","20019","540 55th St. NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N",-76.9219124,38.8964865
"","2011-2012",110003000186,"c8c7b5a9","District of Columbia Public Schools","Hardy MS",1,246,1100030,186,1,246,246,"Regular school","Regular school","www.dcps.dc.gov","202-729-4350","No","Open","Open","27-Jan-12","1819 35th St  NW","","Washington","20007","20007","1819 35th St  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-77.06867,38.915877
"","2011-2012",110003000135,"87ffc2fd","District of Columbia Public Schools","Hart MS",1,413,1100030,135,1,413,413,"Regular school","Regular school","www.dcps.dc.gov","202-671-6426","No","Open","Open","27-Jan-12","601 Mississippi Ave  SE","","Washington","20032","20032","601 Mississippi Ave  SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",-76.9984022,38.837551
"","2011-2012",110003000183,"f9b50be5","District of Columbia Public Schools","Hearst ES",1,258,1100030,183,1,258,258,"Regular school","Regular school","www.dcps.dc.gov","202-282-0106","No","Open","Open","27-Jan-12","3950 37th St  NW","","Washington","20008","20008","3950 37th St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.072327,38.940685
"","2011-2012",110003000182,"14a74b63","District of Columbia Public Schools","Hendley ES",1,249,1100030,182,1,249,249,"Regular school","Regular school","www.dcps.dc.gov","202-645-3450","No","Open","Open","27-Jan-12","425 Chesapeake St  SE","","Washington","20032","20032","425 Chesapeake St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","Y","N","N",-76.9994797,38.8291249
"","2011-2012",110005100301,"1ffdb37b","Hope Community Academy PCS","Hope Community PCS Lamond Campus",121,131,1100051,301,121,131,131,"Regular school","Regular school","www.hopecommunitycs.org","(202) 722-4421","Yes","Open","Open","27-Jan-12","2917 8th Street NE","","Washington","20017","20017","2917 8th Street NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.994607,38.926877
"","2011-2012",110005100386,"5705120f","Hope Community Academy PCS","Hope Community PCS Tolson Campus",121,114,1100051,386,121,114,114,"Regular school","Regular school","www.hopecommunitycs.org","202-832-7370","Yes","Open","Open","27-Jan-12","6200 Kansas Ave NE","","Washington","20011","20011","6200 Kansas Ave  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.00798,38.966283
"","2011-2012",110001000224,"5cb095b3","Hospitality PCS","Hospitality PCS",122,160,1100010,224,122,160,160,"Vocational Shared Time","Regular school","http://washingtonhospitality.org/","(202) 737-4150","Yes","Open","Open","27-Jan-12","410 8th Street NW","3rd Floor","Washington","20004","20004","410 8th Street NW","3rd Floor",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-77.0230623,38.8952509
"","2011-2012",110003000181,"c7751fdd","District of Columbia Public Schools","Houston ES",1,251,1100030,181,1,251,251,"Regular school","Regular school","www.dcps.dc.gov","202-671-6170","No","Open","Open","27-Jan-12","1100 50th Pl  NE","","Washington","20019","20019","1100 50th Pl  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N",-76.9297504,38.9059828
"","2011-2012",110002900245,"9f72cbb2","Howard Road Academy PCS","Howard Road Academy PCS   Main Campus",123,188,1100029,245,123,188,188,"Regular school","Regular school","http://howardroadacademy.org","202-610-5713","Yes","Open","Open","27-Jan-12","701 Howard Road SE","","Washington","20020","20020","701 Howard Road SE","",NA,"Washington","DC",NA,"N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N",-76.998926,38.863988
"","2011-2012",110002900425,"d3a6774a","Howard Road Academy PCS","Howard Road Academy PCS  MLK Campus",123,1126,1100029,425,123,1126,1126,"Regular school","Regular school","http://howardroadacademy.org","202-610-5780","Yes","Open","Open","27-Jan-12","2405 ML King Ave SE","","Washington","20020","20020","2405 ML King Ave SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-77.1680583,38.8334391
"","2011-2012",110002900389,"430ba4f1","Howard Road Academy PCS","Howard Road Academy PCS- Pennsylvania Ave",123,1114,1100029,389,123,1114,1114,"Regular school","Regular school","http://howardroadacademy.org","202-582-3322","Yes","Open","Open","27-Jan-12","3000 Pennsylvania Av SE","","Washington","20020","20020","3000 Pennsylvania Av SE","",NA,"Washington","DC",NA,"N","N","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",-76.963933,38.871279
"","2011-2012",110005800308,"6e9cfeea","Howard University Middle School of Math and Science","Howard University Middle School of Math and Science PCS",124,115,1100058,308,124,115,115,"Regular school","Regular school","www.howard.edu/ms2/","202-806-7725","Yes","Open","Open","27-Jan-12","405 Howard Place NW","","Washington","20059","20059","405 Howard Place NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","Y",-77.0184691,38.9228108
"","2011-2012",110003000180,"840f7183","District of Columbia Public Schools","Hyde Addison ES",1,252,1100030,180,1,252,252,"Regular school","Regular school","www.dcps.dc.gov","202-282-0170","No","Open","Open","27-Jan-12","3219 O St  NW","","Washington","20007","20007","3219 O St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0643837,38.9078488
"","2011-2012",110001200401,"b4114226","Ideal Academy PCS","Ideal Academy PCS   North Capitol Street Campus ES",127,134,1100012,401,127,134,134,"Regular school","Regular school","www.iapcs.com","202-729-6660","Yes","Open","Open","27-Jan-12","6130 N Capitol Street NW","","Washington","20002","20002","6130 N Capitol Street NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.010148,38.96513
"","2011-2012",110007400409,"7503032c","Imagine Southeast PCS","Imagine Southeast PCS",159,1116,1100074,409,159,1116,1116,"Regular school","Regular school","www.imaginesoutheastpcs.org","(202) 561-1622","Yes","Open","Open","27-Jan-12","421 Alabama Av SE","","Washington","20032","20032","421 Alabama Av SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.999893,38.842729
"","2011-2012",110003000385,"89a4e9ad","District of Columbia Public Schools","Incarcerated Youth Program",1,480,1100030,385,1,480,480,"Alternative Education School","Alternative Education School","www.dcps.dc.gov","202-698-5978","No","Open","Open","27-Jan-12","1901 D Street SE","","Washington","20003","20003","1901 D Street SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",-76.9770379,38.8837779
"","2011-2012",110008000437,"ae019096","Inspired Teaching Demonstration PCS","Inspired Teaching Demonstration PCS",165,3064,1100080,437,165,3064,3064,"Regular school","Regular school","http://inspiredteaching.org","(202) 462-1956","Yes","Open","Open","27-Jan-12","1436 U Street NW","","Washington","20017","20017","4401 8th Street NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",-76.9945843,38.9425954
"","2011-2012",110001300227,"a60c9845","Integrated Design Electronics Academy (IDEA) PCS","Integrated Design Electronics Academy IDEA PCS",126,163,1100013,227,126,163,163,"Vocational Shared Time","Regular school","www.ideapcs.org","(202) 399-4750","Yes","Open","Open","27-Jan-12","1027 45th Street NE","","Washington","20019","20019","1027 45th Street NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","N","N","N",-76.93709,38.904173
"","2011-2012",110003000062,"28a703be","District of Columbia Public Schools","J O Wilson ES",1,339,1100030,62,1,339,339,"Regular school","Regular school","www.dcps.dc.gov","202-698-4733","No","Open","Open","27-Jan-12","","","","","","","",NA,"","",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","Y","N","N",-77.0363658,38.8951118
"","2011-2012",110003000179,"a9c3cdc7","District of Columbia Public Schools","Janney ES",1,254,1100030,179,1,254,254,"Regular school","Regular school","www.dcps.dc.gov","202-282-0110","No","Open","Open","27-Jan-12","4130 Albemarle St  NW","","Washington","20016","20016","4130 Albemarle St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.0809892,38.94777
"Naomi Watson (DCPS) requested this school","2011-2012",110003000453,"ab6b80b8","District of Columbia Public Schools","Jefferson Middle School 6th Grade Academy",1,433,1100030,453,1,433,433,"Regular school","Regular school","www.dcps.dc.gov","(202) 729-3270","No","New","New","27-Jan-12","801 7th Street SW","","Washington","20024","20024","801 7th Street SW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-77.022936,38.879792
"","2011-2012",110003000145,"27a953be","District of Columbia Public Schools","Jefferson MS",1,415,1100030,145,1,415,415,"Regular school","Regular school","www.dcps.dc.gov","202-729-3270","No","Open","Open","27-Jan-12","801 7th St  SW","","Washington","20024","20024","801 7th St  SW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-77.022936,38.879792
"","2011-2012",110003000144,"cf9a9cf9","District of Columbia Public Schools","John Hayden Johnson MS",1,416,1100030,144,1,416,416,"Regular school","Regular school","www.dcps.dc.gov","202-939-3140","No","Open","Open","27-Jan-12","1400 Bruce Pl  SE","","Washington","20020","20020","1400 Bruce Pl  SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-76.9844164,38.850411
"","2011-2012",110003000272,"b5544708","District of Columbia Public Schools","Kelly Miller MS",1,421,1100030,272,1,421,421,"Regular school","Regular school","www.dcps.dc.gov","202-388-6870","No","Open","Open","27-Jan-12","301 49th St  NE","","Washington","20019","20019","301 49th St  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-76.9328875,38.8933821
"","2011-2012",110003000177,"a43e08a9","District of Columbia Public Schools","Kenilworth ES",1,256,1100030,177,1,256,256,"Regular school","Regular school","www.dcps.dc.gov","202-724-4643","No","Open","Open","27-Jan-12","1300 44th St NE","","Washington","20019","20019","1300 44th St NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9402955,38.9072238
"","2011-2012",110003000176,"701c335f","District of Columbia Public Schools","Ketcham ES",1,257,1100030,176,1,257,257,"Regular school","Regular school","www.dcps.dc.gov","202-698-1122","No","Open","Open","27-Jan-12","1919 15th St  SE","","Washington","20020","20020","1919 15th St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9833992,38.8657384
"","2011-2012",110003000174,"aa9da65c","District of Columbia Public Schools","Key ES",1,272,1100030,174,1,272,272,"Regular school","Regular school","www.dcps.dc.gov","202-729-3280","No","Open","Open","27-Jan-12","5001 Dana Pl  NW","","Washington","20016","20016","5001 Dana Pl  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.100542,38.926599
"","2011-2012",110003000173,"cb57993c","District of Columbia Public Schools","Kimball ES",1,259,1100030,173,1,259,259,"Regular school","Regular school","www.dcps.dc.gov","202-671-6260","No","Open","Open","27-Jan-12","3375 Minnesota Ave  SE","","Washington","20019","20019","3375 Minnesota Ave  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9577614,38.8829545
